RecordKey	RecordDate	InvoiceID	Quantity	UnitPrice	TaxRate	TaxAmount	LineProfit	ExtendedPrice	TotalDryItems	TotalChillerItems	Package	Description	ValidFrom	ValidTo
9419:Furry gorilla with big eyes slippers (Black) M	01/07/2013 00:00	9419	4	32	15	19.2	96	147.2	4	0	Each	Furry gorilla with big eyes slippers (Black) M		
9420:Furry gorilla with big eyes slippers (Black) M	01/07/2013 00:00	9420	2	32	15	9.6	48	73.6	2	0	Each	Furry gorilla with big eyes slippers (Black) M		
9420:Large  replacement blades 18mm	01/07/2013 00:00	9420	100	4.3	15	64.5	225	494.5	100	0	Each	Large  replacement blades 18mm		
9420:Plush shark slippers (Gray) XL	01/07/2013 00:00	9420	2	32	15	9.6	47	73.6	2	0	Each	Plush shark slippers (Gray) XL		
9420:USB food flash drive - sushi roll	01/07/2013 00:00	9420	6	32	15	28.8	120	220.8	6	0	Each	USB food flash drive - sushi roll		
"9421:Developer joke mug - (hip, hip, array) (Black)"	01/07/2013 00:00	9421	4	13	15	7.8	34	59.8	4	0	Each	"Developer joke cup - (hip, hip, array) (Black)"		
9421:Dinosaur battery-powered slippers (Green) M	01/07/2013 00:00	9421	2	32	15	9.6	48	73.6	2	0	Each	Dinosaur battery-powered slippers (Green) M		
9421:Shipping carton (Brown) 480x270x320mm	01/07/2013 00:00	9421	100	2.74	15	41.1	154	315.1	100	0	Each	Shipping carton (Brown) 480x270x320mm		
9421:Superhero action jacket (Blue) 3XS	01/07/2013 00:00	9421	9	25	15	33.75	54	258.75	9	0	Each	Superhero action jacket (Blue) 3XS		
9422:20 mm Anti static bubble wrap (Blue) 10m	01/07/2013 00:00	9422	70	29	15	304.5	1190	2334.5	70	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9422:Shipping carton (Brown) 500x310x310mm	01/07/2013 00:00	9422	125	2.55	15	47.81	181.25	366.56	125	0	Each	Shipping carton (Brown) 500x310x310mm		
9422:Superhero action jacket (Blue) 3XL	01/07/2013 00:00	9422	6	34	15	30.6	60	234.6	6	0	Each	Superhero action jacket (Blue) 3XL		
9423:Developer joke mug - Oct 31 = Dec 25 (White)	01/07/2013 00:00	9423	1	13	15	1.95	8.5	14.95	1	0	Each	Developer joke cup - Oct 31 = Dec 25 (White)		
9423:Office cube periscope (Black)	01/07/2013 00:00	9423	50	18.5	15	138.75	362.5	1063.75	50	0	Each	Office cube periscope (Black)		
9423:RC toy sedan car with remote control (Blue) 1/50 scale	01/07/2013 00:00	9423	8	25	15	30	100	230	8	0	Each	RC toy sedan car with remote control (Blue) 1/50 scale		
9423:Shipping carton (Brown) 500x310x310mm	01/07/2013 00:00	9423	225	2.55	15	86.06	326.25	659.81	225	0	Each	Shipping carton (Brown) 500x310x310mm		
9424:Black and orange this way up despatch tape 48mmx75m	01/07/2013 00:00	9424	168	3.7	15	93.24	336	714.84	168	0	Each	Black and orange this way up despatch tape 48mmx75m		
9424:Developer joke mug - there are 10 types of people in the world (Black)	01/07/2013 00:00	9424	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - there are 10 types of people in the world (Black)		
9424:Developer joke mug - when your hammer is C++ (Black)	01/07/2013 00:00	9424	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - when your hammer is C++ (Black)		
9424:USB rocket launcher (Gray)	01/07/2013 00:00	9424	10	25	15	37.5	155	287.5	10	0	Each	USB rocket launcher (Gray)		
9425:Plush shark slippers (Gray) M	01/07/2013 00:00	9425	6	32	15	28.8	144	220.8	6	0	Each	Plush shark slippers (Gray) M		
9425:Shipping carton (Brown) 356x229x229mm	01/07/2013 00:00	9425	125	1.14	15	21.38	72.5	163.88	125	0	Each	Shipping carton (Brown) 356x229x229mm		
"9426:""The Gu"" red shirt XML tag t-shirt (White) L"	01/07/2013 00:00	9426	120	18	15	324	1320	2484	120	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) L"		
9426:Dinosaur battery-powered slippers (Green) M	01/07/2013 00:00	9426	3	32	15	14.4	72	110.4	3	0	Each	Dinosaur battery-powered slippers (Green) M		
9426:Halloween zombie mask (Light Brown) XL	01/07/2013 00:00	9426	12	18	15	32.4	-12	248.4	12	0	Each	Halloween zombie mask (Light Brown) XL		
9426:Superhero action jacket (Blue) 3XS	01/07/2013 00:00	9426	2	25	15	7.5	12	57.5	2	0	Each	Superhero action jacket (Blue) 3XS		
9427:20 mm Anti static bubble wrap (Blue) 10m	01/07/2013 00:00	9427	30	29	15	130.5	510	1000.5	30	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9427:DBA joke mug - I will get you in order (Black)	01/07/2013 00:00	9427	10	13	15	19.5	85	149.5	10	0	Each	DBA joke cup - I will get you in order (Black)		
9428:Express post box 5kg (White) 350x280x130mm	01/07/2013 00:00	9428	175	0.95	15	24.94	87.5	191.19	175	0	Each	Express post box 5kg (White) 350x280x130mm		
9428:Ride on vintage American toy coupe (Red) 1/12 scale	01/07/2013 00:00	9428	3	285	15	128.25	390	983.25	3	0	Each	Ride on vintage American toy coupe (Red) 1/12 scale		
9428:Superhero action jacket (Blue) XXL	01/07/2013 00:00	9428	4	30	15	18	32	138	4	0	Each	Superhero action jacket (Blue) XXL		
9429:Permanent marker blue 5mm nib (Blue) 5mm	01/07/2013 00:00	9429	108	2.7	15	43.74	108	335.34	108	0	Each	Permanent marker blue 5mm nib (Blue) 5mm		
9429:Superhero action jacket (Blue) 3XS	01/07/2013 00:00	9429	10	25	15	37.5	60	287.5	10	0	Each	Superhero action jacket (Blue) 3XS		
9429:USB rocket launcher (Gray)	01/07/2013 00:00	9429	6	25	15	22.5	93	172.5	6	0	Each	USB rocket launcher (Gray)		
9430:Furry animal socks (Pink) S	01/07/2013 00:00	9430	60	5	15	45	210	345	60	0	Pair	Furry animal socks (Pink) S		
9430:Shipping carton (Brown) 305x305x305mm	01/07/2013 00:00	9430	175	3.5	15	91.88	280	704.38	175	0	Each	Shipping carton (Brown) 305x305x305mm		
9431:DBA joke mug - it depends (Black)	01/07/2013 00:00	9431	2	13	15	3.9	17	29.9	2	0	Each	DBA joke cup - it depends (Black)		
9431:Halloween zombie mask (Light Brown) M	01/07/2013 00:00	9431	84	18	15	226.8	-84	1738.8	84	0	Each	Halloween zombie mask (Light Brown) M		
9431:Medium sized bubblewrap roll 20m	01/07/2013 00:00	9431	70	20	15	210	700	1610	70	0	Each	Medium sized bubblewrap roll 20m		
9431:USB food flash drive - shrimp cocktail	01/07/2013 00:00	9431	5	32	15	24	100	184	5	0	Each	USB food flash drive - shrimp cocktail		
9432:Halloween skull mask (Gray) L	01/07/2013 00:00	9432	24	18	15	64.8	72	496.8	24	0	Each	Halloween skull mask (Gray) L		
9432:Halloween zombie mask (Light Brown) M	01/07/2013 00:00	9432	108	18	15	291.6	-108	2235.6	108	0	Each	Halloween zombie mask (Light Brown) M		
9432:Halloween zombie mask (Light Brown) S	01/07/2013 00:00	9432	96	18	15	259.2	-96	1987.2	96	0	Each	Halloween zombie mask (Light Brown) S		
9432:RC big wheel monster truck with remote control (Black) 1/50 scale	01/07/2013 00:00	9432	8	45	15	54	236	414	8	0	Each	RC big wheel monster truck with remote control (Black) 1/50 scale		
9432:Superhero action jacket (Blue) M	01/07/2013 00:00	9432	6	30	15	27	48	207	6	0	Each	Superhero action jacket (Blue) M		
"9433:""The Gu"" red shirt XML tag t-shirt (White) 6XL"	01/07/2013 00:00	9433	72	18	15	194.4	720	1490.4	72	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 6XL"		
9433:Ogre battery-powered slippers (Green) S	01/07/2013 00:00	9433	6	32	15	28.8	144	220.8	6	0	Each	Ogre battery-powered slippers (Green) S		
9434:20 mm Double sided bubble wrap 10m	01/07/2013 00:00	9434	20	18	15	54	200	414	20	0	Each	20 mm Double sided bubble wrap 10m		
9434:IT joke mug - that behavior is by design (White)	01/07/2013 00:00	9434	7	13	15	13.65	59.5	104.65	7	0	Each	IT joke cup - that behavior is by design (White)		
9434:Shipping carton (Brown) 500x310x310mm	01/07/2013 00:00	9434	200	2.55	15	76.5	290	586.5	200	0	Each	Shipping carton (Brown) 500x310x310mm		
9435:DBA joke mug - I will get you in order (White)	01/07/2013 00:00	9435	7	13	15	13.65	59.5	104.65	7	0	Each	DBA joke cup - I will get you in order (White)		
9435:Furry animal socks (Pink) M	01/07/2013 00:00	9435	120	5	15	90	420	690	120	0	Pair	Furry animal socks (Pink) M		
9435:Plush shark slippers (Gray) XL	01/07/2013 00:00	9435	8	32	15	38.4	188	294.4	8	0	Each	Plush shark slippers (Gray) XL		
9435:Shipping carton (Brown) 500x310x310mm	01/07/2013 00:00	9435	150	2.55	15	57.38	217.5	439.88	150	0	Each	Shipping carton (Brown) 500x310x310mm		
9435:Superhero action jacket (Blue) XS	01/07/2013 00:00	9435	2	25	15	7.5	12	57.5	2	0	Each	Superhero action jacket (Blue) XS		
"9436:""The Gu"" red shirt XML tag t-shirt (Black) 6XL"	01/07/2013 00:00	9436	96	18	15	259.2	960	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 6XL"		
9436:10 mm Double sided bubble wrap 50m	01/07/2013 00:00	9436	100	105	15	1575	4900	12075	100	0	Each	10 mm Double sided bubble wrap 50m		
9436:20 mm Double sided bubble wrap 10m	01/07/2013 00:00	9436	100	18	15	270	1000	2070	100	0	Each	20 mm Double sided bubble wrap 10m		
9436:DBA joke mug - you might be a DBA if (White)	01/07/2013 00:00	9436	10	13	15	19.5	85	149.5	10	0	Each	DBA joke cup - you might be a DBA if (White)		
9436:Red and white urgent  heavy despatch tape  48mmx100m	01/07/2013 00:00	9436	48	4.1	15	29.52	98.4	226.32	48	0	Each	Red and white urgent  heavy despatch tape  48mmx100m		
"9437:""The Gu"" red shirt XML tag t-shirt (White) S"	01/07/2013 00:00	9437	96	18	15	259.2	1056	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) S"		
9437:DBA joke mug - two types of DBAs (White)	01/07/2013 00:00	9437	9	13	15	17.55	76.5	134.55	9	0	Each	DBA joke cup - two types of DBAs (White)		
9437:Superhero action jacket (Blue) 3XL	01/07/2013 00:00	9437	5	34	15	25.5	50	195.5	5	0	Each	Superhero action jacket (Blue) 3XL		
9438:Alien officer hoodie (Black) 3XL	01/07/2013 00:00	9438	1	35	15	5.25	18	40.25	1	0	Each	Alien officer hoodie (Black) 3XL		
9438:Halloween skull mask (Gray) M	01/07/2013 00:00	9438	96	18	15	259.2	288	1987.2	96	0	Each	Halloween skull mask (Gray) M		
9438:Medium sized bubblewrap roll 20m	01/07/2013 00:00	9438	50	20	15	150	500	1150	50	0	Each	Medium sized bubblewrap roll 20m		
9438:RC vintage American toy coupe with remote control (Red) 1/50 scale	01/07/2013 00:00	9438	8	30	15	36	120	276	8	0	Each	RC vintage American toy coupe with remote control (Red) 1/50 scale		
"9439:""The Gu"" red shirt XML tag t-shirt (Black) 7XL"	01/07/2013 00:00	9439	24	18	15	64.8	228	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 7XL"		
9439:Bubblewrap dispenser (Black) 1.5m	01/07/2013 00:00	9439	10	240	15	360	1300	2760	10	0	Each	Bubblewrap dispenser (Black) 1.5m		
9439:IT joke mug - hardware: part of the computer that can be kicked (White)	01/07/2013 00:00	9439	10	13	15	19.5	85	149.5	10	0	Each	IT joke cup - hardware: part of the computer that can be kicked (White)		
9440:20 mm Anti static bubble wrap (Blue) 50m	01/07/2013 00:00	9440	30	102	15	459	1410	3519	30	0	Each	20 mm Anti static bubble wrap (Blue) 50m		
9440:Alien officer hoodie (Black) 5XL	01/07/2013 00:00	9440	5	35	15	26.25	90	201.25	5	0	Each	Alien officer hoodie (Black) 5XL		
9440:Black and orange fragile despatch tape 48mmx100m	01/07/2013 00:00	9440	216	4.1	15	132.84	388.8	1018.44	216	0	Each	Black and orange fragile despatch tape 48mmx100m		
9440:Superhero action jacket (Blue) XXS	01/07/2013 00:00	9440	3	25	15	11.25	18	86.25	3	0	Each	Superhero action jacket (Blue) XXS		
9441:32 mm Double sided bubble wrap 50m	01/07/2013 00:00	9441	10	112	15	168	530	1288	10	0	Each	32 mm Double sided bubble wrap 50m		
9441:Black and orange handle with care despatch tape  48mmx100m	01/07/2013 00:00	9441	144	4.1	15	88.56	302.4	678.96	144	0	Each	Black and orange handle with care despatch tape  48mmx100m		
9441:Pack of 12 action figures (variety)	01/07/2013 00:00	9441	9	16	15	21.6	94.5	165.6	9	0	Packet	Pack of 12 action figures (variety)		
9441:RC toy sedan car with remote control (Yellow) 1/50 scale	01/07/2013 00:00	9441	4	25	15	15	50	115	4	0	Each	RC toy sedan car with remote control (Yellow) 1/50 scale		
9441:USB food flash drive - cookie	01/07/2013 00:00	9441	3	32	15	14.4	60	110.4	3	0	Each	USB food flash drive - cookie		
9442:10 mm Double sided bubble wrap 20m	01/07/2013 00:00	9442	20	30	15	90	320	690	20	0	Each	10 mm Double sided bubble wrap 20m		
9442:Developer joke mug - old C developers never die (White)	01/07/2013 00:00	9442	2	13	15	3.9	17	29.9	2	0	Each	Developer joke cup - old C developers never die (White)		
9442:Furry gorilla with big eyes slippers (Black) XL	01/07/2013 00:00	9442	9	32	15	43.2	211.5	331.2	9	0	Each	Furry gorilla with big eyes slippers (Black) XL		
9442:RC big wheel monster truck with remote control (Black) 1/50 scale	01/07/2013 00:00	9442	6	45	15	40.5	177	310.5	6	0	Each	RC big wheel monster truck with remote control (Black) 1/50 scale		
9443:DBA joke mug - mind if I join you? (White)	01/07/2013 00:00	9443	6	13	15	11.7	51	89.7	6	0	Each	DBA joke cup - mind if I join you? (White)		
9443:DBA joke mug - you might be a DBA if (White)	01/07/2013 00:00	9443	6	13	15	11.7	51	89.7	6	0	Each	DBA joke cup - you might be a DBA if (White)		
"9443:Developer joke mug - (hip, hip, array) (White)"	01/07/2013 00:00	9443	4	13	15	7.8	34	59.8	4	0	Each	"Developer joke cup - (hip, hip, array) (White)"		
9443:Developer joke mug - that's a hardware problem (White)	01/07/2013 00:00	9443	9	13	15	17.55	76.5	134.55	9	0	Each	Developer joke cup - that's a hardware problem (White)		
9443:Shipping carton (Brown) 356x356x279mm	01/07/2013 00:00	9443	250	2.04	15	76.5	247.5	586.5	250	0	Each	Shipping carton (Brown) 356x356x279mm		
9444:3 kg Courier post bag (White) 300x190x95mm	01/07/2013 00:00	9444	25	0.66	15	2.48	7.5	18.98	25	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9444:Dinosaur battery-powered slippers (Green) S	01/07/2013 00:00	9444	2	32	15	9.6	48	73.6	2	0	Each	Dinosaur battery-powered slippers (Green) S		
9444:Pack of 12 action figures (variety)	01/07/2013 00:00	9444	7	16	15	16.8	73.5	128.8	7	0	Packet	Pack of 12 action figures (variety)		
9444:USB food flash drive - hot dog	01/07/2013 00:00	9444	4	32	15	19.2	80	147.2	4	0	Each	USB food flash drive - hot dog		
9445:Alien officer hoodie (Black) 5XL	01/07/2013 00:00	9445	5	35	15	26.25	90	201.25	5	0	Each	Alien officer hoodie (Black) 5XL		
9445:Developer joke mug - that's a hardware problem (White)	01/07/2013 00:00	9445	10	13	15	19.5	85	149.5	10	0	Each	Developer joke cup - that's a hardware problem (White)		
9445:Small 9mm replacement blades 9mm	01/07/2013 00:00	9445	40	4.1	15	24.6	60	188.6	40	0	Each	Small 9mm replacement blades 9mm		
9446:Animal with big feet slippers (Brown) S	01/07/2013 00:00	9446	5	32	15	24	120	184	5	0	Each	Animal with big feet slippers (Brown) S		
9446:Black and orange fragile despatch tape 48mmx75m	01/07/2013 00:00	9446	216	3.7	15	119.88	410.4	919.08	216	0	Each	Black and orange fragile despatch tape 48mmx75m		
9447:20 mm Double sided bubble wrap 50m	01/07/2013 00:00	9447	10	108	15	162	920	1242	10	0	Each	20 mm Double sided bubble wrap 50m		
9447:Plush shark slippers (Gray) L	01/07/2013 00:00	9447	10	32	15	48	240	368	10	0	Each	Plush shark slippers (Gray) L		
9447:Void fill 100 L bag (White) 100L	01/07/2013 00:00	9447	60	12.5	15	112.5	390	862.5	60	0	Each	Void fill 100 L bag (White) 100L		
9448:Halloween skull mask (Gray) S	01/07/2013 00:00	9448	36	18	15	97.2	108	745.2	36	0	Each	Halloween skull mask (Gray) S		
9448:IT joke mug - that behavior is by design (Black)	01/07/2013 00:00	9448	10	13	15	19.5	85	149.5	10	0	Each	IT joke cup - that behavior is by design (Black)		
9448:Superhero action jacket (Blue) 4XL	01/07/2013 00:00	9448	7	34	15	35.7	70	273.7	7	0	Each	Superhero action jacket (Blue) 4XL		
9448:Tape dispenser (Red)	01/07/2013 00:00	9448	80	32	15	384	1200	2944	80	0	Each	Tape dispenser (Red)		
9449:Developer joke mug - old C developers never die (White)	01/07/2013 00:00	9449	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - old C developers never die (White)		
9449:Developer joke mug - understanding recursion requires understanding recursion (White)	01/07/2013 00:00	9449	2	13	15	3.9	17	29.9	2	0	Each	Developer joke cup - understanding recursion requires understanding recursion (White)		
9449:Halloween skull mask (Gray) XL	01/07/2013 00:00	9449	12	18	15	32.4	36	248.4	12	0	Each	Halloween skull mask (Gray) XL		
"9450:""The Gu"" red shirt XML tag t-shirt (Black) XXS"	01/07/2013 00:00	9450	84	18	15	226.8	924	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXS"		
9450:Pack of 12 action figures (female)	01/07/2013 00:00	9450	3	16	15	7.2	31.5	55.2	3	0	Packet	Pack of 12 action figures (female)		
"9451:""The Gu"" red shirt XML tag t-shirt (White) S"	01/07/2013 00:00	9451	108	18	15	291.6	1188	2235.6	108	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) S"		
9451:IT joke mug - hardware: part of the computer that can be kicked (White)	01/07/2013 00:00	9451	3	13	15	5.85	25.5	44.85	3	0	Each	IT joke cup - hardware: part of the computer that can be kicked (White)		
9451:Red and white urgent  heavy despatch tape  48mmx100m	01/07/2013 00:00	9451	72	4.1	15	44.28	147.6	339.48	72	0	Each	Red and white urgent  heavy despatch tape  48mmx100m		
9452:Alien officer hoodie (Black) XL	01/07/2013 00:00	9452	5	35	15	26.25	90	201.25	5	0	Each	Alien officer hoodie (Black) XL		
9452:DBA joke mug - two types of DBAs (Black)	01/07/2013 00:00	9452	1	13	15	1.95	8.5	14.95	1	0	Each	DBA joke cup - two types of DBAs (Black)		
9452:Pack of 12 action figures (female)	01/07/2013 00:00	9452	10	16	15	24	105	184	10	0	Packet	Pack of 12 action figures (female)		
9452:USB food flash drive - chocolate bar	01/07/2013 00:00	9452	3	32	15	14.4	60	110.4	3	0	Each	USB food flash drive - chocolate bar		
9453:Express post box 5kg (White) 350x280x130mm	01/07/2013 00:00	9453	50	0.95	15	7.13	25	54.63	50	0	Each	Express post box 5kg (White) 350x280x130mm		
9453:Shipping carton (Brown) 356x229x229mm	01/07/2013 00:00	9453	50	1.14	15	8.55	29	65.55	50	0	Each	Shipping carton (Brown) 356x229x229mm		
9453:Superhero action jacket (Blue) XS	01/07/2013 00:00	9453	2	25	15	7.5	12	57.5	2	0	Each	Superhero action jacket (Blue) XS		
9454:20 mm Double sided bubble wrap 10m	01/07/2013 00:00	9454	60	18	15	162	600	1242	60	0	Each	20 mm Double sided bubble wrap 10m		
9454:Alien officer hoodie (Black) 4XL	01/07/2013 00:00	9454	7	35	15	36.75	126	281.75	7	0	Each	Alien officer hoodie (Black) 4XL		
9454:Developer joke mug - there are 10 types of people in the world (White)	01/07/2013 00:00	9454	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9454:Developer joke mug - this code was generated by a tool (Black)	01/07/2013 00:00	9454	7	13	15	13.65	59.5	104.65	7	0	Each	Developer joke cup - this code was generated by a tool (Black)		
9454:USB food flash drive - banana	01/07/2013 00:00	9454	2	32	15	9.6	40	73.6	2	0	Each	USB food flash drive - banana		
9455:Alien officer hoodie (Black) 5XL	01/07/2013 00:00	9455	4	35	15	21	72	161	4	0	Each	Alien officer hoodie (Black) 5XL		
9455:Plush shark slippers (Gray) S	01/07/2013 00:00	9455	7	32	15	33.6	168	257.6	7	0	Each	Plush shark slippers (Gray) S		
9455:USB food flash drive - cookie	01/07/2013 00:00	9455	10	32	15	48	200	368	10	0	Each	USB food flash drive - cookie		
9455:USB food flash drive - pizza slice	01/07/2013 00:00	9455	2	32	15	9.6	40	73.6	2	0	Each	USB food flash drive - pizza slice		
"9456:""The Gu"" red shirt XML tag t-shirt (Black) XXS"	01/07/2013 00:00	9456	84	18	15	226.8	924	1738.8	84	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XXS"		
9456:32 mm Double sided bubble wrap 50m	01/07/2013 00:00	9456	60	112	15	1008	3180	7728	60	0	Each	32 mm Double sided bubble wrap 50m		
"9456:Developer joke mug - (hip, hip, array) (White)"	01/07/2013 00:00	9456	1	13	15	1.95	8.5	14.95	1	0	Each	"Developer joke cup - (hip, hip, array) (White)"		
9456:Ogre battery-powered slippers (Green) L	01/07/2013 00:00	9456	1	32	15	4.8	24	36.8	1	0	Each	Ogre battery-powered slippers (Green) L		
"9457:""The Gu"" red shirt XML tag t-shirt (White) L"	01/07/2013 00:00	9457	60	18	15	162	660	1242	60	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) L"		
9457:Ride on toy sedan car (Red) 1/12 scale	01/07/2013 00:00	9457	2	230	15	69	170	529	2	0	Each	Ride on toy sedan car (Red) 1/12 scale		
"9458:""The Gu"" red shirt XML tag t-shirt (White) 3XS"	01/07/2013 00:00	9458	96	18	15	259.2	1056	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (White) 3XS"		
9458:Red and white urgent  heavy despatch tape  48mmx100m	01/07/2013 00:00	9458	24	4.1	15	14.76	49.2	113.16	24	0	Each	Red and white urgent  heavy despatch tape  48mmx100m		
9458:Superhero action jacket (Blue) 3XL	01/07/2013 00:00	9458	6	34	15	30.6	60	234.6	6	0	Each	Superhero action jacket (Blue) 3XL		
9459:20 mm Anti static bubble wrap (Blue) 10m	01/07/2013 00:00	9459	30	29	15	130.5	510	1000.5	30	0	Each	20 mm Anti static bubble wrap (Blue) 10m		
9459:Alien officer hoodie (Black) 4XL	01/07/2013 00:00	9459	9	35	15	47.25	162	362.25	9	0	Each	Alien officer hoodie (Black) 4XL		
9459:Ogre battery-powered slippers (Green) M	01/07/2013 00:00	9459	6	32	15	28.8	144	220.8	6	0	Each	Ogre battery-powered slippers (Green) M		
9459:Shipping carton (Brown) 500x310x310mm	01/07/2013 00:00	9459	200	2.55	15	76.5	290	586.5	200	0	Each	Shipping carton (Brown) 500x310x310mm		
9460:Black and orange handle with care despatch tape  48mmx75m	01/07/2013 00:00	9460	192	3.7	15	106.56	460.8	816.96	192	0	Each	Black and orange handle with care despatch tape  48mmx75m		
9460:DBA joke mug - daaaaaa-ta (White)	01/07/2013 00:00	9460	8	13	15	15.6	68	119.6	8	0	Each	DBA joke cup - daaaaaa-ta (White)		
9460:USB food flash drive - hamburger	01/07/2013 00:00	9460	6	32	15	28.8	120	220.8	6	0	Each	USB food flash drive - hamburger		
9461:20 mm Double sided bubble wrap 50m	01/07/2013 00:00	9461	80	108	15	1296	7360	9936	80	0	Each	20 mm Double sided bubble wrap 50m		
9461:Alien officer hoodie (Black) 4XL	01/07/2013 00:00	9461	7	35	15	36.75	126	281.75	7	0	Each	Alien officer hoodie (Black) 4XL		
9461:Office cube periscope (Black)	01/07/2013 00:00	9461	80	18.5	15	222	580	1702	80	0	Each	Office cube periscope (Black)		
9461:USB food flash drive - hamburger	01/07/2013 00:00	9461	5	32	15	24	100	184	5	0	Each	USB food flash drive - hamburger		
9462:3 kg Courier post bag (White) 300x190x95mm	01/07/2013 00:00	9462	175	0.66	15	17.33	52.5	132.83	175	0	Each	3 kg Courier post bag (White) 300x190x95mm		
9462:Animal with big feet slippers (Brown) M	01/07/2013 00:00	9462	2	32	15	9.6	48	73.6	2	0	Each	Animal with big feet slippers (Brown) M		
9462:IT joke mug - keyboard not found … press F1 to continue (White)	01/07/2013 00:00	9462	6	13	15	11.7	51	89.7	6	0	Each	IT joke cup - keyboard not found … press F1 to continue (White)		
9462:Superhero action jacket (Blue) XXL	01/07/2013 00:00	9462	5	30	15	22.5	40	172.5	5	0	Each	Superhero action jacket (Blue) XXL		
9462:Tape dispenser (Black)	01/07/2013 00:00	9462	30	32	15	144	450	1104	30	0	Each	Tape dispenser (Black)		
"9463:""The Gu"" red shirt XML tag t-shirt (Black) 3XS"	01/07/2013 00:00	9463	36	18	15	97.2	396	745.2	36	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 3XS"		
9463:Developer joke mug - when your hammer is C++ (White)	01/07/2013 00:00	9463	2	13	15	3.9	17	29.9	2	0	Each	Developer joke cup - when your hammer is C++ (White)		
9463:Halloween zombie mask (Light Brown) L	01/07/2013 00:00	9463	60	18	15	162	-60	1242	60	0	Each	Halloween zombie mask (Light Brown) L		
9463:RC toy sedan car with remote control (Red) 1/50 scale	01/07/2013 00:00	9463	4	25	15	15	50	115	4	0	Each	RC toy sedan car with remote control (Red) 1/50 scale		
9463:Ride on toy sedan car (Red) 1/12 scale	01/07/2013 00:00	9463	10	230	15	345	850	2645	10	0	Each	Ride on toy sedan car (Red) 1/12 scale		
9464:Black and orange fragile despatch tape 48mmx100m	01/07/2013 00:00	9464	36	4.1	15	22.14	64.8	169.74	36	0	Each	Black and orange fragile despatch tape 48mmx100m		
9464:Developer joke mug - there are 10 types of people in the world (Black)	01/07/2013 00:00	9464	5	13	15	9.75	42.5	74.75	5	0	Each	Developer joke cup - there are 10 types of people in the world (Black)		
9464:Developer joke mug - there are 10 types of people in the world (White)	01/07/2013 00:00	9464	6	13	15	11.7	51	89.7	6	0	Each	Developer joke cup - there are 10 types of people in the world (White)		
9465:DBA joke mug - daaaaaa-ta (Black)	01/07/2013 00:00	9465	9	13	15	17.55	76.5	134.55	9	0	Each	DBA joke cup - daaaaaa-ta (Black)		
9465:Developer joke mug - old C developers never die (Black)	01/07/2013 00:00	9465	7	13	15	13.65	59.5	104.65	7	0	Each	Developer joke cup - old C developers never die (Black)		
9465:Furry gorilla with big eyes slippers (Black) S	01/07/2013 00:00	9465	5	32	15	24	120	184	5	0	Each	Furry gorilla with big eyes slippers (Black) S		
9465:Tape dispenser (Black)	01/07/2013 00:00	9465	40	32	15	192	600	1472	40	0	Each	Tape dispenser (Black)		
9465:USB food flash drive - dessert 10 drive variety pack	01/07/2013 00:00	9465	2	240	15	72	303	552	2	0	Packet	USB food flash drive - dessert 10 drive variety pack		
"9466:""The Gu"" red shirt XML tag t-shirt (Black) 7XL"	01/07/2013 00:00	9466	96	18	15	259.2	912	1987.2	96	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 7XL"		
9466:10 mm Anti static bubble wrap (Blue) 20m	01/07/2013 00:00	9466	100	42	15	630	1900	4830	100	0	Each	10 mm Anti static bubble wrap (Blue) 20m		
9466:DBA joke mug - two types of DBAs (Black)	01/07/2013 00:00	9466	3	13	15	5.85	25.5	44.85	3	0	Each	DBA joke cup - two types of DBAs (Black)		
"9467:""The Gu"" red shirt XML tag t-shirt (Black) 4XL"	02/07/2013 00:00	9467	24	18	15	64.8	240	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) 4XL"		
"9468:""The Gu"" red shirt XML tag t-shirt (Black) XL"	02/07/2013 00:00	9468	24	18	15	64.8	252	496.8	24	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XL"		
"9469:""The Gu"" red shirt XML tag t-shirt (Black) XL"	02/07/2013 00:00	9469	12	18	15	32.4	126	248.4	12	0	Each	"""The Gu"" red shirt XML tag t-shirt (Black) XL"		
